ID,POS,Gloss
24207,noun,"a large bowl for mixing and serving a salad",
24208,noun,"a bowl into which the dregs of teacups and coffee cups are emptied at table",
24209,noun,"a bowl for serving soup",
24210,noun,"the quantity contained in a bowl",
24211,noun,"a hole for inserting a finger",
24212,noun,"a finger hole made to fit the thumb (as in a bowling ball)",
24213,noun,"a bowling game played on a level lawn with biased wooden balls that are rolled at a jack",
24214,noun,"a small round container that is open at the top for holding tobacco",
24215,noun,"a tube with a small bowl at one end; used for smoking tobacco",
24216,noun,"a leg bowed outward at the knee (or below the knee)",
24217,noun,"a cricketer who delivers the ball to the batsman in cricket",
24218,noun,"a player who rolls balls down an alley at pins",
24219,noun,"a person who participates in or is skilled at some game",
24220,noun,"a felt hat that is round and hard with a narrow brim",
24221,noun,"a game in which balls are rolled at an object or group of objects with the aim of knocking them over or moving them",
24222,noun,"bowling down an alley at a target of ten wooden pins",
24223,noun,"a bowling game that is played by rolling a bowling ball down a bowling alley at a target of nine wooden pins",
24224,noun,"a bowling game using a pin smaller than a tenpin but proportionately wider",
24225,noun,"a bowling game using slender bowling pins",
24226,noun,"Italian bowling played on a long narrow dirt court",
24227,noun,"(bowling) the space between the headpin and the pins behind it on the right or left; ""the ball hit the pocket and gave him a perfect strike""",
24228,verb,"score (a spare)",
24229,noun,"(cricket) the act of delivering a cricket ball to the batsman",
24230,noun,"a ball bowled by a left-handed bowler to a right-handed batsman that spins from off to leg",
24231,noun,"a cricket ball bowled as if to break one way that actually breaks in the opposite way",
24232,noun,"unlawfully delivered ball in cricket; ""the umpire called it a no ball""",
24233,noun,"a game played with a ball and bat by two teams of 11 players; teams take turns trying to score runs",
24234,noun,"a town in southern Kentucky",
24235,noun,"a field of closely mowed turf for playing bowls",
24236,noun,"a line made of twisted fibers or threads; ""the bundle was tied with a cord""",
24237,verb,"put into a box; ""box the gift, please""",
24238,verb,"enclose in, or as if in, a case; ""my feet were encased in mud""",
24239,verb,"hit with the fist; ""I'll box your ears!""",
24240,noun,"a box where voters deposit their ballots",
24241,noun,"a box made of cardboard; opens by flaps on top",
24242,noun,"small and often ornate box for holding jewels or other valuables",
24243,noun,"a paper box in which breakfast cereals are sold",
24244,noun,"a box for holding cigars",
24245,noun,"a rugged box (usually made of wood); used for shipping",
24246,noun,"a shallow box in which seedlings are started",
24247,noun,"an open box attached to a long pole handle; bricks or mortar are carried on the shoulder",
24248,noun,"a private box for delivery of mail",
24249,noun,"a box for holding matches",
24250,noun,"a box containing a collection of cubes or tubes of artists' paint",
24251,noun,"a box for holding pencils",
24252,noun,"a box for a child's toys and personal things (especially at a boarding school)",
24253,noun,"box for collecting alms, especially one in a church",
24254,noun,"a small box used by ancient Greeks to hold medicines",
24255,noun,"a shallow rectangular box with a transparent front used to protect and display small items (jewelry, coins, etc.)",
24256,noun,"an oblong rectangular (usually cardboard) box designed to hold a pair of shoes",
24257,noun,"a small ornamental box for carrying snuff in your pocket",
24258,noun,"a strongly made box for holding money or valuables; can be locked",
24259,noun,"a box for holding tinder",
24260,noun,"a box for storing eatables (especially at boarding school)",
24261,noun,"a long narrow box for growing plants on a windowsill",
24262,noun,"a movable top or cover (hinged or separate) for closing the opening of a container",
24263,noun,"a special seat in a theater or grandstand box",
24264,noun,"the quantity contained in a box; ""he gave her a box of chocolates""",
24265,noun,"a predicament from which a skillful or graceful escape is impossible; ""his lying got him into a tight corner""",
24266,noun,"a situation from which extrication is difficult especially an unpleasant or trying one; ""finds himself in a most awkward predicament""; ""the woeful plight of homeless people""",
24267,noun,"a rectangular drawing; ""the flowchart contained many boxes""",
24268,noun,"a parallelogram with four right angles",
24269,noun,"evergreen shrubs or small trees",
24270,noun,"type genus of the Buxaceae",
24271,noun,"large slow-growing evergreen shrub or small tree with multiple stems; extensively used for hedges or borders and topiary figures",
24272,noun,"very hard tough close-grained light yellow wood of the box (particularly the common box); used in delicate woodwork: musical instruments and inlays and engraving blocks",
24273,noun,"the baseball playing field",
24274,noun,"an area on a baseball diamond (on either side of home plate) marked by lines within which the batter must stand when at bat",
24275,noun,"the driver's seat on a coach; ""an armed guard sat in the box with the driver""",
24276,noun,"a carriage pulled by four horses with one driver",
24277,noun,"separate partitioned area in a public place for a few people; ""the sentry stayed in his box to avoid the cold""",
24278,noun,"an enclosure within a courtroom for the jury",
24279,noun,"a box enclosure for a witness when testifying",
24280,noun,"total admission receipts for an entertainment",
24281,noun,"the entire amount of income before any deductions are made",
24282,noun,"the office where tickets of admission are sold",
24283,noun,"a building where theatrical performances or motion-picture shows can be presented; ""the house was full""",
24284,noun,"place of business where professional or clerical duties are performed; ""he rented an office in the new building""",
24285,noun,"a stand at a racecourse or stadium consisting of tiers with rows of individual seats that are under a protective roof",
24286,noun,"a freight car with roof and sliding doors in the sides",
24287,noun,"a railway car that carries freight",
24288,noun,"boxcar with latticed sides; for transporting livestock",
24289,noun,"a boxer noted for an ability to deliver hard punches",
24290,noun,"an amateur boxer who weighs no more than 126 pounds",
24291,noun,"an amateur boxer who weighs no more than 112 pounds",
24292,noun,"an amateur boxer who weighs no more than 201 pounds",
24293,noun,"weighs no more than 122 pounds",
24294,noun,"weighs no more than 130 pounds",
24295,noun,"weighs no more than 154 pounds",
24296,noun,"weighs no more than 140 pounds",
24297,noun,"an amateur boxer who weighs no more than 106 pounds",
24298,noun,"an amateur boxer who weighs no more than 179 pounds",
24299,noun,"an amateur boxer who weighs no more than 156 pounds",
24300,noun,"an amateur boxer who weighs no more than 132 pounds",
24301,noun,"an amateur boxer who weighs no more than 140 pounds",
24302,noun,"an amateur boxer who weighs no more than 165 pounds",
24303,noun,"a professional boxer",
24304,noun,"someone who delivers punches",
24305,noun,"a boxer who spars with another boxer who is training for an important fight",
24306,noun,"a second-rate prize fighter",
24307,noun,"an amateur boxer who weighs more than 201 pounds",
24308,noun,"an amateur boxer who weighs no more than 148 pounds",
24309,noun,"a workman employed to pack things into containers",
24310,noun,"an employee who performs manual or industrial labor",
24311,noun,"a member of a nationalistic Chinese secret society that led an unsuccessful rebellion in 1900 against foreign interests in China",
24312,noun,"a breed of stocky medium-sized short-haired dog with a brindled coat and square-jawed muzzle developed in Germany",
24313,noun,"any of several breeds of usually large powerful dogs bred to work as draft animals and guard and guide dogs",
24314,noun,"boxing for money",
24315,noun,"boxing at close quarters",
24316,noun,"a boxing or wrestling match; ""the fight was on television last night""",
24317,noun,"a boxing tactic: pretending to be trapped against the ropes while your opponent wears himself out throwing punches",
24318,noun,"making the motions of attack and defense with the fists and arms; a part of training for a boxer",
24319,adjective,"disregarding the rules (from the notion of an illegal low blow in boxing); ""her accusations were below the belt""",
24320,noun,"(boxing) the act of one boxer holding onto the other to avoid being hit and to rest momentarily",
24321,noun,"a step to one side (as in boxing or dancing)",
24322,noun,"equipment use in boxing",
24323,noun,"boxing equipment consisting of big and padded coverings for the fists of the fighters; worn for the sport of boxing",
24324,noun,"the ring where boxers fight",
24325,noun,"(especially boxing) equipment that protects an athlete's mouth",
24326,noun,"(boxing) a victory won on points when no knockout has occurred; ""had little trouble in taking a unanimous decision over his opponent""",
24327,verb,"declare the loser",
24328,verb,"be counted out; remain down while the referee counts to ten",
24329,verb,"hit with a hook; ""His opponent hooked him badly""",
24330,verb,"move (one's fist); ""his opponent cut upward toward his chin""",
24331,noun,"the enclosure of something in a package or box",
24332,noun,"the act of enclosing something inside something else",
24333,noun,"the act of binding something into a bundle",
24334,adjective,"resembling a box in rectangularity",
24335,noun,"a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform""",
24336,noun,"a person who belongs to the sex that cannot have babies",
24337,noun,"a boy who retrieves balls for tennis players",
24338,noun,"a male child (a familiar term of address to a boy)",
24339,noun,"a boy who submits to a sexual relationship with a man",
24340,noun,"a boy who has grown up on a farm",
24341,noun,"an excessively polite and well-dressed boy",
24342,noun,"a boy who leads the animals that draw a plow",
24343,noun,"a boy attending school",
24344,noun,"a Boy Scout or Girl Scout",
24345,noun,"a young male shop assistant",
24346,noun,"a friendly informal reference to a grown man; ""he likes to play golf with the boys""",
24347,noun,"an outstanding person; as if produced by boiling down a savory broth",
24348,noun,"a man who has been socially accepted into a group of other men; ""he quickly became one of the boys""",
24349,noun,"a male human offspring; ""their son became a famous judge""; ""his boy is taller than he is""",
24350,noun,"a child who is male",
24351,noun,"a son who has the same first name as his father",
24352,noun,"a boy excessively attached to his mother; lacking normal masculine interests",
24353,noun,"(Old Testament) the eldest son of Isaac who would have inherited the covenant that God made with Abraham and that Abraham passed on to Isaac; he traded his birthright to his twin brother Jacob for a mess of pottage",
24354,noun,"(ethnic slur) offensive and disparaging term for Black man; ""get out of my way, boy""",
24355,noun,"a boy who is a member of the Boy Scouts",
24356,noun,"an international (but decentralized) movement started in 1908 in England with the goal of teaching good citizenship to boys",
24357,noun,"a junior boy scout",
24358,noun,"a boy scout who has earned many merit badges",
24359,noun,"an adult member of the Boy Scouts movement",
24360,noun,"a boy scout enrolled in programs for water activities",
24361,noun,"a man who is considered naive",
24362,noun,"a person who lacks knowledge of evil",
24363,verb,"refuse to sponsor; refuse to do business with",
24364,verb,"avoid speaking to or dealing with; ""Ever since I spoke up, my colleagues ostracize me""",
24365,noun,"a group's refusal to have commercial dealings with some organization in protest against its policies",
24366,noun,"the act of protesting; a public (often organized) manifestation of dissent",
24367,noun,"the childhood of a boy",
24368,noun,"the time of person's life when they are a child",
24369,adjective,"befitting or characteristic of a young boy; ""a boyish grin""; ""schoolboyish pranks""",
24370,noun,"a man who is a stupid incompetent fool",
24371,noun,"an informal term for a youth or man; ""a nice guy""; ""the guy's only doing it for some doll""",
24372,noun,"an informal British term for a youth or man; ""the poor sod couldn't even buy a drink""",
24373,verb,"prepare (oneself) for something unpleasant or difficult",
24374,verb,"get ready for something difficult or unpleasant",
24375,verb,"steady or support with a guy wire or cable; ""The Italians guyed the Tower of Pisa to prevent it from collapsing""",
24376,verb,"support by bracing",
24377,verb,"brace (an archer's bow) by pressing the foot against the center",
24378,noun,"a support that steadies or strengthens something else; ""he wore a brace on his knee""",
24379,noun,"a brace worn to strengthen the ankle",
24380,noun,"a brace worn to support the back",
24381,noun,"a brace worn to strengthen the knee",
24382,noun,"a brace worn to steady the neck",
24383,noun,"a brace that extends from the rear of the keel to support the rudderpost",
24384,noun,"two items of the same kind",
24385,noun,"the cardinal number that is the sum of one and one or a numeral representing this number",
24386,noun,"(bridge) a pair of playing cards that are the only cards in their suit in the hand dealt to a player",
24387,noun,"a set of two similar things considered as a unit",
24388,noun,"any two people who are hard to tell apart",
24389,noun,"either of two punctuation marks ({ or }) used to enclose textual material",
24390,noun,"a rope on a square-rigged ship that is used to swing a yard about and secure it",
24391,noun,"a brace to secure the royal mast",
24392,noun,"elastic straps that hold trousers up (usually used in the plural)",
24393,noun,"an appliance that corrects dental irregularities",
24394,noun,"a device to repair teeth or replace missing teeth",
24395,noun,"a structural member used to stiffen a framework",
24396,noun,"a transverse brace",
24397,noun,"a metal plate used to strengthen a joist",
24398,noun,"a rope or cable that is used to brace something (especially a tent)",
24399,noun,"(nautical) brace consisting of a heavy rope or wire cable used as a support for a mast or spar",
24400,noun,"brace consisting of a longitudinal member to strengthen a fuselage or hull",
24401,noun,"brace consisting of a bar or rod used to resist longitudinal compression",
24402,noun,"one of the cross braces that support the rails on a railway track; ""the British call a railroad tie a sleeper""",
24403,noun,"marine animal with bivalve shell having a pair of arms bearing tentacles for capturing food; found worldwide",
24404,noun,"marine invertebrates that resemble mollusks",
24405,adjective,"imparting vitality and energy; ""the bracing mountain air""",
24406,adjective,"imparting strength and vitality; ""the invigorating mountain air""",
24407,noun,"fern of southeastern Asia; not hardy in cold temperate regions",
24408,noun,"a genus of ferns belonging to the family Dennstaedtiaceae",
24409,noun,"large coarse fern often several feet high; essentially weed ferns; cosmopolitan",
24410,verb,"support with brackets; ""bracket bookshelves""",
24411,verb,"place into brackets; ""Please bracket this remark""",
24412,verb,"classify or group",
24413,noun,"a category falling within certain defined limits",
24414,noun,"a category of taxpayers based on the amount of their income",
24415,noun,"a category of merchandise based on their price",
24416,noun,"either of two punctuation marks (`<' or `>') used in computer programming and sometimes used to enclose textual material",
24417,noun,"either of two punctuation marks ([ or ]) used to enclose textual material",
24418,noun,"an L-shaped support projecting from a wall (as to hold a shelf)",
24419,noun,"an L-shaped metal bracket",
24420,noun,"an ornamental scroll-shaped bracket (especially one used to support a wall fixture); ""the bust of Napoleon stood on a console""",
24421,noun,"a bracket to support a shelf",
24422,adjective,"distasteful and unpleasant; spoiled by mixture; ""a thin brackish gruel""",
24423,adjective,"not pleasant or acceptable to the taste or mind; ""an unpalatable meal""; ""unpalatable truths""; ""unpalatable behavior""",
24424,adjective,"slightly salty (especially from containing a mixture of seawater and fresh water); ""a brackish lagoon""; ""the briny deep""",
24425,adjective,"containing or filled with salt; ""salt water""",
24426,noun,"a modified leaf or leaflike part just below and protecting an inflorescence",
24427,noun,"outer membranous covering of some fruits or seeds",
24428,noun,"a group of bracts simulating a calyx as in a carnation or hibiscus",
24429,noun,"a small bract",
24430,noun,"a conspicuous bract surrounding or subtending a spadix or other inflorescence",
24431,noun,"a highly conspicuous bract or bract pair or ring of bracts at the base of an inflorescence",
24432,noun,"small dry membranous bract found in inflorescences of Gramineae and Cyperaceae",
24433,verb,"fasten with brads",
24434,noun,"a small nail",
24435,noun,"a thin pointed piece of metal that is hammered into materials as a fastener",
24436,noun,"a slope or hillside",
24437,noun,"the side or slope of a hill",
24438,verb,"make by braiding or interlacing; ""lace a tablecloth""",
24439,verb,"create a piece of cloth by interlacing strands of fabric, such as wool or cotton; ""tissue textiles""",
24440,verb,"form or weave into a braid or braids; ""braid hair""",
24441,verb,"interlace by or as it by weaving",
24442,noun,"a hairdo formed by braiding or twisting the hair",
24443,noun,"a braid of hair at the back of the head",
24444,noun,"a plait of braided hair",
24445,noun,"a narrow braid used as a decorative trimming",
24446,verb,"transcribe in Braille",
24447,verb,"rewrite in a different script; ""The Sanskrit text had to be transliterated""",
24448,noun,"French educator who lost his sight at the age of three and who invented a system of writing and printing for sightless people (1809-1852)",
24449,noun,"a point system of writing in which patterns of raised dots represent letters and numerals",
24450,noun,"a system of writing or printing using patterns of raised dots that can be read by touch",
24451,verb,"hit on the head",
24452,verb,"kill by smashing someone's skull",
24453,noun,"that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord",
24454,noun,"the portion of the vertebrate nervous system consisting of the brain and spinal cord",
24455,noun,"a nerve cell in the brain",
24456,noun,"the part of the brain having the most recent phylogenetic origin; the cerebral cortex and related parts",
24457,noun,"the anterior portion of the brain; the part of the brain that develops from the anterior part of the neural tube",
24458,noun,"the middle portion of the brain",
24459,noun,"the posterior portion of the brain including cerebellum and brainstem",
24460,noun,"the part of the brain continuous with the spinal cord and comprising the medulla oblongata and pons and midbrain and parts of the hypothalamus",
24461,noun,"one of four connected cavities in the brain; is continuous with the central canal of the spinal cord and contains cerebrospinal fluid",
24462,noun,"mental ability; ""he's got plenty of brains but no common sense""",
24463,noun,"that which is responsible for one's thoughts and feelings; the seat of the faculty of reason; ""his mind wandered""; ""I couldn't get his words out of my head""",
24464,noun,"an informal British expression for head or mind; ""use your noddle""",
24465,noun,"a young mind not yet affected by experience (according to John Locke)",
24466,noun,"that part of the mind wherein psychic activity takes place of which the person is unaware",
24467,noun,"psychic activity just below the level of awareness",
24468,noun,"someone who has exceptional intellectual ability and originality; ""Mozart was a child genius""; ""he's smart but he's no Einstein""",
24469,noun,"an unusually gifted or intelligent (young) person; someone whose talents excite wonder and admiration; ""she is a chess prodigy""",
24470,noun,"the brain of certain animals used as meat",
24471,noun,"edible viscera of a butchered animal",
24472,noun,"the brain of a calf eaten as meat",
24473,noun,"a product of your creative thinking and work; ""he had little respect for the inspirations of other artists""; ""after years of work his brainchild was a tangible reality""",
24474,adjective,"not using intelligence",
24475,adjective,"lacking intelligence; ""a dull job with lazy and unintelligent co-workers""",
24476,noun,"the craniometric point at the junction of the lamboid suture and the occipitomastoid suture and the parietomastoid suture",
24477,noun,"the craniometric point on the coronal suture above the acoustic meatus",
24478,noun,"the large cranial bone forming the front part of the cranium: includes the upper part of the orbits",
24479,noun,"either of two skull bones between the frontal and occipital bones and forming the top and sides of the cranium",
24480,noun,"a saucer-shaped membrane bone that forms the back of the skull",
24481,noun,"the suture between the parietal and frontal bones of the skull",
24482,noun,"the suture between two halves of the frontal bone (usually obliterated by the age of 6)",
24483,noun,"the suture between the occipital and parietal bones",
24484,noun,"the suture between the occipital and the temporal bones; a continuation of the lamboid suture",
24485,noun,"the suture between the parietal and the temporal bones",
24486,noun,"the suture uniting the two parietal bones",
24487,noun,"any membranous gap between the bones of the cranium in an infant or fetus",
24488,noun,"the large opening at the base of the cranium through which the spinal cord passes",
24489,adjective,"affected with madness or insanity; ""a man who had gone mad""",
24490,verb,"try to solve a problem by thinking intensely about it",
24491,noun,"mental understanding as an enlightening experience; ""he finally saw the light""; ""can you shed light on this problem?""",
24492,noun,"an enlightening or astonishing disclosure",
24493,noun,"a productive insight",
24494,noun,"a sudden brilliant understanding; ""he had a flash of intuition""",
24495,verb,"persuade completely, often through coercion; ""The propaganda brainwashed many people""",
24496,verb,"submit to brainwashing; indoctrinate forcibly",
24497,verb,"teach doctrines to; teach uncritically; ""The Moonies indoctrinate their disciples""",
24498,noun,"forcible indoctrination into a new set of attitudes and beliefs",
24499,noun,"teaching someone to accept doctrines uncritically",
24500,adjective,"having or marked by unusual and impressive intelligence; ""some men dislike brainy women""; ""a brilliant mind""; ""a brilliant solution to the problem""",
24501,verb,"cook in liquid; ""braise beef""",
24502,verb,"stop travelling by applying a brake; ""We had to brake suddenly when a chicken crossed the road""",
24503,verb,"come to a halt, stop moving; ""the car stopped""; ""She stopped in front of a store window""",
24504,verb,"cause to stop by applying the brakes; ""brake the car before you go into a curve""",
24505,verb,"apply a brake or skid to",
24506,noun,"a restraint used to slow or stop a vehicle",
24507,noun,"a brake consisting of a combination of interacting parts that work to slow a motor vehicle",
24508,noun,"a brake operated by hand; usually operates by mechanical linkage",
24509,noun,"a brake on an automobile that magnifies a small force applied to the brake pedal into a proportionately larger force applied to slow or stop the vehicle",
24510,noun,"any of various ferns of the genus Pteris having pinnately compound leaves and including several popular houseplants",
24511,noun,"large genus of terrestrial ferns of tropics and subtropics; sometimes placed in family Polypodiaceae",
24512,noun,"an area thickly overgrown usually with one kind of plant",
24513,noun,"a railroad employee responsible for a train's brakes",
24514,noun,"an employee of a railroad",
24515,noun,"any of various rough thorny shrubs or vines",
24516,noun,"a plant having hard lignified tissues or woody parts especially stems",
24517,noun,"broken husks of the seeds of cereal grains that are separated from the flour by sifting",
24518,noun,"food prepared from the husks of cereal grains",
24519,noun,"material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds",
24520,noun,"coarse food high in fiber but low in nutrients; its bulk stimulates peristalsis",
24521,verb,"grow and send out branches or branch-like structures; ""these plants ramify early and get to be very large""",
24522,verb,"move or draw apart; ""The two paths diverge here""",
24523,verb,"branch out in a twiglike manner; ""The lightning bolt twigged in several directions""",
24524,verb,"divide into three; ""The road trifurcates at the bridge""",
24525,noun,"a branch or a part of a tree that is dead",
24526,noun,"a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year",
24527,noun,"a figure that is a part of another figure",
24528,noun,"the region of the angle formed by the junction of two branches; ""they took the south fork""; ""he climbed into the crotch of a tree""",
24529,noun,"a natural consequence of development",
24530,noun,"a natural body of running water flowing on or under the earth",
24531,noun,"a branch of a river made by water flowing from the main stream only when the water level is high",
24532,noun,"a branch of a river that flows away from the main stream and does not rejoin it",
24533,noun,"a railway line connected to a trunk line",
24534,noun,"the road consisting of railroad track and roadbed",
24535,noun,"a railway branch line that branches from the trunk line and then rejoins it later on",
24536,noun,"respiratory organ of aquatic animals that breathe oxygen dissolved in water",
24537,noun,"any organ involved in the process of respiration",
24538,noun,"comb-like respiratory structure serving as the gill of certain mollusks",
24539,noun,"one of the often brightly colored and branching hornlike structures on the back of the nudibranch (and other related mollusks) that serve as gills",
24540,noun,"occurs in some mollusks and in tadpoles and other immature amphibians",
24541,noun,"a thorny stem or twig",
24542,noun,"a thin supple twig or rod; ""stems bearing slender wands of flowers""",
24543,noun,"strong flexible twig",
24544,verb,"burn with a branding iron to indicate ownership; of animals",
24545,verb,"to accuse or condemn or openly or formally or brand as disgraceful; ""He denounced the government action""; ""She was stigmatized by society because she had a child out of wedlock""",
24546,verb,"mark or expose as infamous; ""She was branded a loose woman""",
24547,verb,"ascribe a quality to or give a name of a common noun that reflects a quality; ""He called me a bastard""; ""She called her children lazy and ungrateful""",
24548,noun,"a name given to a product or service",
24549,noun,"trade name of a company that produces musical recordings; ""the artists and repertoire department of a recording label is responsible for finding new talent""",
24550,noun,"a device invented by Edison that gave an impression of movement as an endless loop of film moved continuously over a light source with a rapid shutter; precursor of the modern motion picture",
24551,noun,"a local anesthetic (trade names Lidocaine and Xylocaine) used topically on the skin and mucous membranes",
24552,noun,"(trade mark) a plastic film that can polarize a beam of light; often used in sunglasses to eliminate glare",
24553,noun,"tampon used to absorb menstrual flow",
24554,noun,"salt of potassium (KCl) (trade names K-Dur 20, Kaochlor and K-lor and Klorvess and K-lyte); taken in tablet form to treat potassium deficiency",
24555,noun,"a brand of car polish",
24556,noun,"a recognizable kind; ""there's a new brand of hero in the movies now""; ""what make of car is that?""",
24557,noun,"identification mark on skin, made by burning",
24558,noun,"a piece of wood that has been burned or is burning",
24559,noun,"a mark against a person for misconduct or failure; usually given in school or armed forces; ""ten demerits and he loses his privileges""",
24560,noun,"the mark of Satan",
24561,verb,"move or swing back and forth; ""She waved her gun""",
24562,verb,"have or hold in one's hands or grip; ""Hold this bowl for a moment, please""; ""A crazy idea took hold of him""",
24563,verb,"send a signal by waving a flag or a light according to a certain code",
24564,verb,"exhibit aggressively; ""brandish a sword""",
24565,noun,"the act of waving",
24566,noun,"the act of signaling by a movement of the hand",
24567,noun,"a cocktail made of made of creme de menthe and brandy",
24568,noun,"a cocktail made of gin and brandy with lemon juice and grenadine shaken with an egg white and ice",
24569,noun,"a punch made of claret and brandy with lemon juice and sugar and sometimes sherry or curacao and fresh fruit",
24570,noun,"sweet liqueur made from wine and brandy flavored with plum or peach or apricot kernels and bitter almonds",
24571,noun,"strong coarse brandy",
24572,noun,"dry apple brandy made in Normandy",
24573,noun,"dry brandy distilled in the Armagnac district of France",
24574,noun,"high quality grape brandy distilled in the Cognac district of France",
24575,noun,"Italian brandy made from residue of grapes after pressing",
24576,noun,"from fermented juice of black morello cherries",
24577,noun,"made from residue of grapes or apples after pressing",
24578,noun,"a colorless plum brandy popular in the Balkans",
24579,adjective,"offensively bold; ""a brash newcomer disputed the age-old rules for admission to the club""; ""a nervy thing to say""",
24580,noun,"an alloy of copper and zinc",
24581,noun,"a brass that has more zinc and is stronger than alpha brass; used in making castings and hot-worked products",
24582,noun,"an alloy of brass and zinc; used mainly for cold working",
24583,noun,"a brass bushing or a lining for a bearing",
24584,noun,"an alloy of copper and zinc (containing about 30% zinc) that is wrought into cartridges or tubing",
24585,noun,"a brass that is rich in copper; used to make articles that were to be gilded",
24586,noun,"brass with 35% zinc",
24587,noun,"brass (or a yellow alloy resembling brass) that was hammered into thin sheets; formerly used for church utensils",
24588,noun,"brass with 30% (or less) zinc",
24589,noun,"brass that looks like gold; used to decorate furniture",
24590,noun,"brass with enough copper to give it a reddish tint; used for plumbing pipe and other brass hardware and in cheap jewelry",
24591,noun,"a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor",
24592,noun,"a brass instrument without valves; used for military calls and fanfares",
24593,noun,"a medieval brass instrument with a clear shrill tone",
24594,noun,"a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves",
24595,noun,"a brass instrument resembling a cornet but with a wider bore",
24596,noun,"a brass musical instrument consisting of a conical tube that is coiled into a spiral and played by means of valves",
24597,noun,"any of a family of brass wind instruments that resemble a bugle with valves",
24598,noun,"a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide",
24599,noun,"device in a brass wind instrument for varying the length of the air column to alter the pitch of a tone",
24600,noun,"the quality of being bold and enterprising",
24601,noun,"an ornament or utensil made of brass",
24602,noun,"the section of a band or orchestra that plays brass instruments",
24603,noun,"the section of a band or orchestra that plays trumpets or cornets",
24604,noun,"a memorial made of brass",
24605,noun,"a structure erected to commemorate persons or events",
24606,adjective,"tastelessly showy; ""a flash car""; ""a flashy ring""; ""garish colors""; ""a gaudy costume""; ""loud sport shirts""; ""a meretricious yet stylish book""; ""tawdry ornaments""",
24607,noun,"a very troublesome child",
24608,noun,"one who is playfully mischievous",
24609,noun,"a small pork sausage",
24610,noun,"sausage containing pork",
24611,verb,"make a rattling sound; ""clattering dishes""",
24612,noun,"a quality of spirit that enables you to face danger or pain without showing fear",
24613,adjective,"showing extreme courage; especially of actions courageously undertaken in desperation as a last resort; ""made a last desperate attempt to reach the climber""; ""the desperate gallantry of our naval task forces marked the turning point in the Pacific war""- G.C.Marshall; ""they took heroic measures to save his life""",
24614,adjective,"unflinching in battle or action; ""a gallant warrior""; ""put up a gallant resistance to the attackers""",
24615,adjective,"willing to face danger",
24616,adjective,"extraordinarily courageous",
24617,adjective,"used especially of persons; ""a stalwart knight""; ""a stouthearted fellow who had an active career in the army""",
24618,adjective,"resolutely courageous; ""undaunted in the face of death""",
24619,adjective,"having or showing valor; ""a valiant attempt to prevent the hijack""; ""a valiant soldier""",
24620,adjective,"brightly colored and showy; ""girls decked out in brave new dresses""; ""brave banners flying""; ""`braw' is a Scottish word""; ""a dress a bit too gay for her years""; ""birds with gay plumage""",
24621,adjective,"striking in variety and interest; ""a colorful period of history""; ""a colorful character""; ""colorful language""",
24622,verb,"face or endure with courage; ""She braved the elements""",
24623,verb,"resist or confront with resistance; ""The politician defied public opinion""; ""The new material withstands even the greatest wear and tear""; ""The bridge held""",
24624,noun,"a North American Indian warrior",
24625,noun,"someone engaged in or experienced in warfare",
24626,noun,"people who are brave; ""the home of the free and the brave""",
24627,noun,"a fundamental emotional and activating principle determining one's character",
24628,noun,"the courage to carry on; ""he kept fighting on pure spunk""; ""you haven't got the heart for baseball""",
24629,noun,"the qualities of a hero or heroine; exceptional or heroic courage when facing danger (especially in battle); ""he showed great heroism in battle""; ""he received a medal for valor""",
24630,noun,"resolute courageousness",
24631,noun,"courage resulting from intoxication",
24632,noun,"the trait of having a courageous spirit",
24633,noun,"the trait of feeling no fear",
24634,noun,"feeling no fear",
24635,noun,"freedom from anxiety or fear; ""the watch dog gave her a feeling of security""",
24636,noun,"a cry of approval as from an audience at the end of great performance",
24637,noun,"brilliant and showy technical skill; ""in a final bravura the ballerina appeared to be floating in water""; ""the music ends with a display of bravura""",
24638,noun,"technical skill or fluency or style exhibited by a virtuoso",
24639,noun,"a noisy fight in a crowd",
24640,noun,"possessing muscular strength",
24641,noun,"the property of being physically or mentally strong; ""fatigue sapped his strength""",
24642,adjective,"(of a person) possessing physical strength and weight; rugged and powerful; ""a hefty athlete""; ""a muscular boxer""; ""powerful arms""",
24643,adjective,"having strength or power greater than average or expected; ""a strong radio signal""; ""strong medicine""; ""a strong man""",
24644,verb,"braying characteristic of donkeys",
24645,verb,"reduce to small pieces or particles by pounding or abrading; ""grind the spices in a mortar""; ""mash the garlic""",
24646,verb,"reduce to pulp; ""pulp fruit""; ""pulp wood""",
24647,verb,"grind, mash or pulverize in a mortar; ""pestle the garlic""",
24648,verb,"grind with a mill; ""mill grain""",
24649,verb,"laugh loudly and harshly",
24650,verb,"produce laughter",
24651,noun,"the cry of an ass",
24652,verb,"solder together by using hard solder with a high melting point",
